Participant Private ID,Article_ID,Question_ID,Summary_Text
14582817,Depression,Q5,"In 1933, President Roosevelt, had motives to develop federal public lands and use unemployed men to be able to work in project. The president made an agency called the Civilian Conservation Corps (CCC), and was able to enlist men 17 to 27 to help with the projects. The men who volunteered, were paid monthly, provided food, and housing. Moreover, men could only serve nine months to allows others to have an opportunity to join as well. This program made great progress in being able to work on natural forests, telephone lines, trees, roads, and more. Not only did this benefit the country, but also the men working as they were able to work, obtain diplomas, and learn more."
14582817,Depression,Q6,"In 1933, President Roosevelt, had motives to develop federal public lands and use unemployed men to be able to work in project. The president made an agency called the Civilian Conservation Corps (CCC), and was able to enlist men 17 to 27 to help with the projects. The men who volunteered, were paid monthly, provided food, and housing. Moreover, men could only serve nine months to allows others to have an opportunity to join as well. This program made great progress in being able to work on natural forests, telephone lines, trees, roads, and more. Not only did this benefit the country, but also the men working as they were able to work, obtain diplomas, and learn more."
14582817,Depression,Q7,"In 1933, President Roosevelt, had motives to develop federal public lands and use unemployed men to be able to work in project. The president made an agency called the Civilian Conservation Corps (CCC), and was able to enlist men 17 to 27 to help with the projects. The men who volunteered, were paid monthly, provided food, and housing. Moreover, men could only serve nine months to allows others to have an opportunity to join as well. This program made great progress in being able to work on natural forests, telephone lines, trees, roads, and more. Not only did this benefit the country, but also the men working as they were able to work, obtain diplomas, and learn more."
14582817,Depression,Q8,"In 1933, President Roosevelt, had motives to develop federal public lands and use unemployed men to be able to work in project. The president made an agency called the Civilian Conservation Corps (CCC), and was able to enlist men 17 to 27 to help with the projects. The men who volunteered, were paid monthly, provided food, and housing. Moreover, men could only serve nine months to allows others to have an opportunity to join as well. This program made great progress in being able to work on natural forests, telephone lines, trees, roads, and more. Not only did this benefit the country, but also the men working as they were able to work, obtain diplomas, and learn more."
14582817,Depression,Q9,"In 1933, President Roosevelt, had motives to develop federal public lands and use unemployed men to be able to work in project. The president made an agency called the Civilian Conservation Corps (CCC), and was able to enlist men 17 to 27 to help with the projects. The men who volunteered, were paid monthly, provided food, and housing. Moreover, men could only serve nine months to allows others to have an opportunity to join as well. This program made great progress in being able to work on natural forests, telephone lines, trees, roads, and more. Not only did this benefit the country, but also the men working as they were able to work, obtain diplomas, and learn more."
14582817,Depression,Q10,"In 1933, President Roosevelt, had motives to develop federal public lands and use unemployed men to be able to work in project. The president made an agency called the Civilian Conservation Corps (CCC), and was able to enlist men 17 to 27 to help with the projects. The men who volunteered, were paid monthly, provided food, and housing. Moreover, men could only serve nine months to allows others to have an opportunity to join as well. This program made great progress in being able to work on natural forests, telephone lines, trees, roads, and more. Not only did this benefit the country, but also the men working as they were able to work, obtain diplomas, and learn more."
14582817,Star,Q1,"Planetary nebulas are an expanded form of gas cloud that later on go down in size. When more smaller, the show the core in middle which turn into a white dwarf and last billions of years in space. Before they become white dwarfs, they have a lot heat in them which correlates with a theory of stellar evolutions. It is believed before turning into a white dwarf, the heat can make a big star  create nuclear fusion. This has been seen with FG Sagittate, the heat changes during the years seen going through nuclear fusion despite temperature being low."
14582817,Star,Q2,"Planetary nebulas are an expanded form of gas cloud that later on go down in size. When more smaller, the show the core in middle which turn into a white dwarf and last billions of years in space. Before they become white dwarfs, they have a lot heat in them which correlates with a theory of stellar evolutions. It is believed before turning into a white dwarf, the heat can make a big star  create nuclear fusion. This has been seen with FG Sagittate, the heat changes during the years seen going through nuclear fusion despite temperature being low."
14582817,Star,Q3,"Planetary nebulas are an expanded form of gas cloud that later on go down in size. When more smaller, the show the core in middle which turn into a white dwarf and last billions of years in space. Before they become white dwarfs, they have a lot heat in them which correlates with a theory of stellar evolutions. It is believed before turning into a white dwarf, the heat can make a big star  create nuclear fusion. This has been seen with FG Sagittate, the heat changes during the years seen going through nuclear fusion despite temperature being low."
14582817,Star,Q4,"Planetary nebulas are an expanded form of gas cloud that later on go down in size. When more smaller, the show the core in middle which turn into a white dwarf and last billions of years in space. Before they become white dwarfs, they have a lot heat in them which correlates with a theory of stellar evolutions. It is believed before turning into a white dwarf, the heat can make a big star  create nuclear fusion. This has been seen with FG Sagittate, the heat changes during the years seen going through nuclear fusion despite temperature being low."
14582817,Star,Q5,"Planetary nebulas are an expanded form of gas cloud that later on go down in size. When more smaller, the show the core in middle which turn into a white dwarf and last billions of years in space. Before they become white dwarfs, they have a lot heat in them which correlates with a theory of stellar evolutions. It is believed before turning into a white dwarf, the heat can make a big star  create nuclear fusion. This has been seen with FG Sagittate, the heat changes during the years seen going through nuclear fusion despite temperature being low."
14582817,Star,Q6,"Planetary nebulas are an expanded form of gas cloud that later on go down in size. When more smaller, the show the core in middle which turn into a white dwarf and last billions of years in space. Before they become white dwarfs, they have a lot heat in them which correlates with a theory of stellar evolutions. It is believed before turning into a white dwarf, the heat can make a big star  create nuclear fusion. This has been seen with FG Sagittate, the heat changes during the years seen going through nuclear fusion despite temperature being low."
14582817,Star,Q7,"Planetary nebulas are an expanded form of gas cloud that later on go down in size. When more smaller, the show the core in middle which turn into a white dwarf and last billions of years in space. Before they become white dwarfs, they have a lot heat in them which correlates with a theory of stellar evolutions. It is believed before turning into a white dwarf, the heat can make a big star  create nuclear fusion. This has been seen with FG Sagittate, the heat changes during the years seen going through nuclear fusion despite temperature being low."
14582817,Star,Q8,"Planetary nebulas are an expanded form of gas cloud that later on go down in size. When more smaller, the show the core in middle which turn into a white dwarf and last billions of years in space. Before they become white dwarfs, they have a lot heat in them which correlates with a theory of stellar evolutions. It is believed before turning into a white dwarf, the heat can make a big star  create nuclear fusion. This has been seen with FG Sagittate, the heat changes during the years seen going through nuclear fusion despite temperature being low."
14582817,Star,Q9,"Planetary nebulas are an expanded form of gas cloud that later on go down in size. When more smaller, the show the core in middle which turn into a white dwarf and last billions of years in space. Before they become white dwarfs, they have a lot heat in them which correlates with a theory of stellar evolutions. It is believed before turning into a white dwarf, the heat can make a big star  create nuclear fusion. This has been seen with FG Sagittate, the heat changes during the years seen going through nuclear fusion despite temperature being low."
14582817,Star,Q10,"Planetary nebulas are an expanded form of gas cloud that later on go down in size. When more smaller, the show the core in middle which turn into a white dwarf and last billions of years in space. Before they become white dwarfs, they have a lot heat in them which correlates with a theory of stellar evolutions. It is believed before turning into a white dwarf, the heat can make a big star  create nuclear fusion. This has been seen with FG Sagittate, the heat changes during the years seen going through nuclear fusion despite temperature being low."
14582817,Migration,Q1,"Many birds migrate throughout the year to adapt to seasonal changes and find a area that can accommodate this. There are many reasons around how birds can choose when to fly such as biology, nutrition, and social pressure.It is important for birds to have fuel and food availability before and after they migrate. With this birds,  must prepare before migration, but scientists found some birds, who didn't seem fit, still flew. This showed that social pressure overrides more with being healthy. As some birds start to mirgrate, other will follow too, even though they might be fueled good."
14582817,Migration,Q2,"Many birds migrate throughout the year to adapt to seasonal changes and find a area that can accommodate this. There are many reasons around how birds can choose when to fly such as biology, nutrition, and social pressure.It is important for birds to have fuel and food availability before and after they migrate. With this birds,  must prepare before migration, but scientists found some birds, who didn't seem fit, still flew. This showed that social pressure overrides more with being healthy. As some birds start to mirgrate, other will follow too, even though they might be fueled good."
14582817,Migration,Q3,"Many birds migrate throughout the year to adapt to seasonal changes and find a area that can accommodate this. There are many reasons around how birds can choose when to fly such as biology, nutrition, and social pressure.It is important for birds to have fuel and food availability before and after they migrate. With this birds,  must prepare before migration, but scientists found some birds, who didn't seem fit, still flew. This showed that social pressure overrides more with being healthy. As some birds start to mirgrate, other will follow too, even though they might be fueled good."
14582817,Migration,Q4,"Many birds migrate throughout the year to adapt to seasonal changes and find a area that can accommodate this. There are many reasons around how birds can choose when to fly such as biology, nutrition, and social pressure.It is important for birds to have fuel and food availability before and after they migrate. With this birds,  must prepare before migration, but scientists found some birds, who didn't seem fit, still flew. This showed that social pressure overrides more with being healthy. As some birds start to mirgrate, other will follow too, even though they might be fueled good."
14582817,Migration,Q5,"Many birds migrate throughout the year to adapt to seasonal changes and find a area that can accommodate this. There are many reasons around how birds can choose when to fly such as biology, nutrition, and social pressure.It is important for birds to have fuel and food availability before and after they migrate. With this birds,  must prepare before migration, but scientists found some birds, who didn't seem fit, still flew. This showed that social pressure overrides more with being healthy. As some birds start to mirgrate, other will follow too, even though they might be fueled good."
14582817,Migration,Q6,"Many birds migrate throughout the year to adapt to seasonal changes and find a area that can accommodate this. There are many reasons around how birds can choose when to fly such as biology, nutrition, and social pressure.It is important for birds to have fuel and food availability before and after they migrate. With this birds,  must prepare before migration, but scientists found some birds, who didn't seem fit, still flew. This showed that social pressure overrides more with being healthy. As some birds start to mirgrate, other will follow too, even though they might be fueled good."
14582817,Migration,Q7,"Many birds migrate throughout the year to adapt to seasonal changes and find a area that can accommodate this. There are many reasons around how birds can choose when to fly such as biology, nutrition, and social pressure.It is important for birds to have fuel and food availability before and after they migrate. With this birds,  must prepare before migration, but scientists found some birds, who didn't seem fit, still flew. This showed that social pressure overrides more with being healthy. As some birds start to mirgrate, other will follow too, even though they might be fueled good."
14582817,Migration,Q8,"Many birds migrate throughout the year to adapt to seasonal changes and find a area that can accommodate this. There are many reasons around how birds can choose when to fly such as biology, nutrition, and social pressure.It is important for birds to have fuel and food availability before and after they migrate. With this birds,  must prepare before migration, but scientists found some birds, who didn't seem fit, still flew. This showed that social pressure overrides more with being healthy. As some birds start to mirgrate, other will follow too, even though they might be fueled good."
14582817,Migration,Q9,"Many birds migrate throughout the year to adapt to seasonal changes and find a area that can accommodate this. There are many reasons around how birds can choose when to fly such as biology, nutrition, and social pressure.It is important for birds to have fuel and food availability before and after they migrate. With this birds,  must prepare before migration, but scientists found some birds, who didn't seem fit, still flew. This showed that social pressure overrides more with being healthy. As some birds start to mirgrate, other will follow too, even though they might be fueled good."
14582817,Migration,Q10,"Many birds migrate throughout the year to adapt to seasonal changes and find a area that can accommodate this. There are many reasons around how birds can choose when to fly such as biology, nutrition, and social pressure.It is important for birds to have fuel and food availability before and after they migrate. With this birds,  must prepare before migration, but scientists found some birds, who didn't seem fit, still flew. This showed that social pressure overrides more with being healthy. As some birds start to mirgrate, other will follow too, even though they might be fueled good."
14582817,Reggaeton,Q1,"Reggeaton music is widely recognized in many areas of the world,  but evolution of this came from ethnic migrations. Jamaican Laborers had went to Panama to help with Panama Cana and heard about their reggae. Someone from Panama, then made a songs with reggeaton that a had a unique musical pattern. It has certain instruments and style, and influence on latinos. This was also seen in the U.S in certain cities with more Puerto ricans."
14582817,Reggaeton,Q2,"Reggeaton music is widely recognized in many areas of the world,  but evolution of this came from ethnic migrations. Jamaican Laborers had went to Panama to help with Panama Cana and heard about their reggae. Someone from Panama, then made a songs with reggeaton that a had a unique musical pattern. It has certain instruments and style, and influence on latinos. This was also seen in the U.S in certain cities with more Puerto ricans."
14582817,Reggaeton,Q3,"Reggeaton music is widely recognized in many areas of the world,  but evolution of this came from ethnic migrations. Jamaican Laborers had went to Panama to help with Panama Cana and heard about their reggae. Someone from Panama, then made a songs with reggeaton that a had a unique musical pattern. It has certain instruments and style, and influence on latinos. This was also seen in the U.S in certain cities with more Puerto ricans."
